X1,VCC
X3,GND
X5,PA4
X7,PA5
X9,PC2
X11,PC3
X13,PC4
X15,PC5
X17,PA8
X19,PB8
X21,PB9
X23,PA13
X25,PA14
X27,PB2
X29,SD_WP
X31,USB_DETECT
X33,VBAT_EXTERNAL
X35,GND
X37,VCC
X39,VCC
X6,PA15
X8,PC13
X10,PC7
X12,PB6
X14,PB7
X16,PB3
X18,PB4
X20,PB5
X22,PB13
X24,PB14
X26,PB15
X28,PA2
X30,PA1
X32,PA3
X34,PA0
X36,GND
X38,5V
X40,5V
SD_CD,PA6
LED,PC7
LDR0,PA15
LDR1,PC13
SW,PA15
BUZZER,PC6
JP1,PB10
LCD_BACKLIGHT,PA7
LCD_RESET,PB12
LCD_RS,PB0
LCD_CS,PB1
